VAR1,ApotekNr,Navn,TypeID,Adresse,PostNr,Startdato,Slutdato,amt,Kommune,Region,Adresse_v2,latitudes,longitudes,Stdato,Sldato,Styear,Slyear,dummy,geometry,Year
30,360-2,Apoteket Møllebro,7,Slangerupgade 50,3400,"09Dec2019 0:00:00,000",,1084,219,1084,"Slangerupgade 50, 3400 Denmark",55.928624,12.293454,2019-12-09,,2019,2025,2019,POINT (12.293454 55.928624),2020
234,044,Hillerød Frederiksbo,6,Slotsgade 26,3400,01-01-1792 00:00,,1084,219,1084,"Slotsgade 26, 3400 Denmark",55.930404,12.299802,1792-01-01,,1792,2025,2008,POINT (12.299802 55.930404),2020
235,367,Hillerød Krone Apote,6,Helsingørsgade 10,3400,"01Jan1998 0:00:00,000",,1084,219,1084,"Helsingørsgade 10, 3400 Denmark",55.9303626,12.3050612,1998-01-01,,1998,2025,2008,POINT (12.3050612 55.9303626),2020
236,367-2,Hillerød Øst Apotek,7,Fredskovhellet 1,3400,"27Apr2020 0:00:00,000",,1084,219,1084,"Fredskovhellet 1, 3400 Denmark",55.9317593,12.3393287,2020-04-27,,2020,2025,2020,POINT (12.3393287 55.9317593),2020
689,367-1,Ullerød Apotek,7,Frederiksværksgade 115,3400,"31Oct2016 0:00:00,000",,1084,219,1084,"Frederiksværksgade 115, 3400 Denmark",55.9397162,12.2764177,2016-10-31,,2016,2025,2016,POINT (12.2764177 55.9397162),2020
294,079,Hørsholm Apotek,6,Hørsholm Midtpunkt 78,2970,01-01-1840 00:00,,1084,223,1084,"Hørsholm Midtpunkt 78, 2970 Denmark",55.882527,12.49756,1840-01-01,,1840,2025,2008,POINT (12.49756 55.882527),2020
339,079-3,Kongevejens Apotek,7,Usserød Kongevej 65 B,2970,"09Nov2015 0:00:00,000",,1084,223,1084,"Usserød Kongevej 65 B, 2970 Denmark",55.888781,12.4967122,2015-11-09,,2015,2025,2015,POINT (12.4967122 55.888781),2020
552,079-4,Rungsted Apotek,7,Rungsted Bytorv,2960,"14Jan2016 0:00:00,000",,1084,223,1084,"Rungsted Bytorv, 2960 Denmark",55.8826574,12.5293171,2016-01-14,,2016,2025,2016,POINT (12.5293171 55.8826574),2020
71,346,Birkerød Apotek,6,Teglporten 27,3460,"01Jan1938 0:00:00,000",,1084,230,1084,"Teglporten 27, 3460 Denmark",55.838563,12.431699,1938-01-01,,1938,2025,2008,POINT (12.431699 55.838563),2020
255,283,Holte Apotek,6,"Holte Midtpunkt 20, 1. sal",2840,"01Jan1919 0:00:00,000",,1084,230,1084,"Holte Midtpunkt 20, 1. sal, 2840 Denmark",55.811887,12.471571,1919-01-01,,1919,2025,2008,POINT (12.471571 55.811887),2020
494,138,Nærum Apotek,6,Nærum Vænge Torv 35,2850,01-01-1873 00:00,,1084,230,1084,"Nærum Vænge Torv 35, 2850 Denmark",55.816,12.5385,1873-01-01,,1873,2025,2008,POINT (12.5385 55.816),2020
608,225-4,Smørum Apotek,7,Flodvej 75 M,2765,"05Sep2016 0:00:00,000",,1084,240,1084,"Flodvej 75 M, 2765 Denmark",55.7321773,12.3089435,2016-09-05,,2016,2025,2016,POINT (12.3089435 55.7321773),2020
620,369,Stenløse Apotek,13,Egedal Centret 2,3660,"01Jun2004 0:00:00,000",,1084,240,1084,"Egedal Centret 2, 3660 Denmark",55.76822,12.194889,2004-06-01,,2004,2025,2008,POINT (12.194889 55.76822),2020
752,369-1,Ølstykke Apotek,7,Rådhus Alle 9,3650,"01Nov2019 0:00:00,000",,1084,240,1084,"Rådhus Alle 9, 3650 Denmark",55.792636,12.156717,2019-11-01,,2019,2025,2019,POINT (12.156717 55.792636),2020
141,068-2,Fjord Apoteket Freder,7,Kalvøvej 2A,3600,"12Nov2018 0:00:00,000",,1084,250,1084,"Kalvøvej 2A, 3600 Denmark",55.836156,12.05828,2018-11-12,,2018,2025,2018,POINT (12.05828 55.836156),2020
157,068,Frederikssund Apotek,6,"Nygade 1, 1. sal 18",3600,01-01-1815 00:00,,1084,250,1084,"Nygade 1, 1. sal 18, 3600 Denmark",55.836515,12.06505,1815-01-01,,1815,2025,2008,POINT (12.06505 55.836515),2020
316,130-1,Jægerspris Fasan Apo,7,Hovedgaden 42B,3630,"09Apr2018 0:00:00,000",,1084,250,1084,"Hovedgaden 42B, 3630 Denmark",55.8547344,12.0065492,2018-04-09,,2018,2025,2018,POINT (12.0065492 55.8547344),2020
589,130,Skibby Apotek,6,Hovedgaden 40,4050,01-01-1876 00:00,,1084,250,1084,"Hovedgaden 40, 4050 Denmark",55.751455,11.959362,1876-01-01,,1876,2025,2008,POINT (11.959362 55.751455),2020
603,068-1,Slangerup Apotek,7,Kongensgade 16,3550,"04Jan2016 0:00:00,000",,1084,250,1084,"Kongensgade 16, 3550 Denmark",55.846115,12.171946,2016-01-04,,2016,2025,2016,POINT (12.171946 55.846115),2020
7,411,Apopro Online Apotek,6,Ventrupvej 27,2670,"15Jun2017 0:00:00,000",,1085,253,1085,"Ventrupvej 27, 2670 Denmark",55.593029,12.264779,2017-06-15,,2017,2025,2017,POINT (12.264779 55.593029),2020
179,370,Greve Apotek,6,Greve Midtby Center 14 B,2670,"27Jun2005 0:00:00,000",,1085,253,1085,"Greve Midtby Center 14 B, 2670 Denmark",55.5822503,12.2952687,2005-06-27,,2005,2025,2008,POINT (12.2952687 55.5822503),2020
274,365,Hundige Apotek,6,Over Bølgen 19H,2670,"01Jan1976 0:00:00,000",,1085,253,1085,"Over Bølgen 19H, 2670 Denmark",55.5970596,12.3268903,1976-01-01,,1976,2025,2008,POINT (12.3268903 55.5970596),2020
530,365-2,Plusapoteket Waves,7,"Over Bølgen 3 D, Waves",2670,"29Oct2015 0:00:00,000",,1085,253,1085,"Over Bølgen 3 D, Waves, 2670 Denmark",55.5982781,12.3265971,2015-10-29,,2015,2025,2015,POINT (12.3265971 55.5982781),2020
672,370-2,Tune Apotek,7,Tune Center 3B,4030,"01Dec2015 0:00:00,000",,1085,253,1085,"Tune Center 3B, 4030 Denmark",55.595661,12.176066,2015-12-01,,2015,2025,2015,POINT (12.176066 55.595661),2020
73,180-1,Bjæverskov Apotek,7,Ejbovej 33,4632,"20Jun2019 0:00:00,000",,1085,259,1085,"Ejbovej 33, 4632 Denmark",55.461262,12.035933,2019-06-20,,2019,2025,2019,POINT (12.035933 55.461262),2020
76,180,Borup Apotek,6,Hovedgaden 15,4140,01-01-1899 00:00,,1085,259,1085,"Hovedgaden 15, 4140 Denmark",55.494647,11.97249,1899-01-01,,1899,2025,2008,POINT (11.97249 55.494647),2020
227,368-2,Herfølge Apotek,7,Vordingborgvej 106,4681,"01Feb2017 0:00:00,000",,1085,259,1085,"Vordingborgvej 106, 4681 Denmark",55.4283912,12.1531988,2017-02-01,,2017,2025,2017,POINT (12.1531988 55.4283912),2020
410,368,Køge Boholte Apotek,6,Marksvinget 31,4600,"01Jan1999 0:00:00,000",,1085,259,1085,"Marksvinget 31, 4600 Denmark",55.4495706,12.172474,1999-01-01,,1999,2025,2008,POINT (12.172474 55.4495706),2020
411,014-2,Køge Stations Apotek,7,Rådhusstræde 10G - Overfor Køg,4600,"14Jun2018 0:00:00,000",,1085,259,1085,"Rådhusstræde 10G - Overfor Køge S-station, 4",55.458,12.1821,2018-06-14,,2018,2025,2018,POINT (12.1821 55.458),2020
412,014,Køge Torvets Apotek,6,Brogade 1,4600,19.11.1979,,1085,259,1085,"Brogade 1, 4600 Denmark",55.4545499,12.1812478,1979-11-19,,1979,2025,2008,POINT (12.1812478 55.4545499),2020
749,368-1,Ølby Apotek,7,Ølby Center 25,4600,01.01.1992,,1085,259,1085,"Ølby Center 25, 4600 Denmark",55.458,12.1821,1992-01-01,,1992,2025,2008,POINT (12.1821 55.458),2020
158,080,Frederiksværk Apotek,6,Nørregade 4,3300,11-12-1857 00:00,,1084,260,1084,"Nørregade 4, 3300 Denmark",55.973217,12.021654,1857-11-12,,1857,2025,2008,POINT (12.021654 55.973217),2020
273,080-1,Hundested Apotek,6,Nørregade 54,3390,01.01.1992,,1084,260,1084,"Nørregade 54, 3390 Denmark",55.9572481,11.8536231,1992-01-01,,1992,2025,2008,POINT (11.8536231 55.9572481),2020
34,170-3,Apoteket ROs Torv,7,ROs Torv 210,4000,"28Aug2015 0:00:00,000",,1085,265,1085,"ROs Torv 210, 4000 Denmark",55.6420014,12.0997184,2015-08-28,,2015,2025,2015,POINT (12.0997184 55.6420014),2020
284,017-1,Hyrdehøj Apotek,7,Hyrdehøj Alle 5,4000,"10Nov2015 0:00:00,000",,1085,265,1085,"Hyrdehøj Alle 5, 4000 Denmark",55.634643,12.053027,2015-11-10,,2015,2025,2015,POINT (12.053027 55.634643),2020
314,170-1,Jyllinge Apotek,7,Jyllinge Center 31,4040,"01Dec2001 0:00:00,000",,1085,265,1085,"Jyllinge Center 31, 4040 Denmark",55.7535209,12.1086079,2001-12-01,,2001,2025,2008,POINT (12.1086079 55.7535209),2020
414,170-5,Køgevejens Apotek,7,Roskildevænget 2B,4000,"01Apr2020 0:00:00,000",,1085,265,1085,"Roskildevænget 2B, 4000 Denmark",55.627363,12.09159,2020-04-01,,2020,2025,2020,POINT (12.09159 55.627363),2020
546,017,Roskilde Dom Apotek,6,Algade 51,4000,01-01-1753 00:00,,1085,265,1085,"Algade 51, 4000 Denmark",55.640674,12.089246,1753-01-01,,1753,2025,2008,POINT (12.089246 55.640674),2020
547,170-4,Roskilde Stations Apo,7,Stationscentret 12,4000,"01Apr2019 0:00:00,000",,1085,265,1085,"Stationscentret 12, 4000 Denmark",55.637613,12.083644,2019-04-01,,2019,2025,2019,POINT (12.083644 55.637613),2020
548,170,Roskilde Svane Apotek,6,Skomagergade 19,4000,01-01-1898 00:00,,1085,265,1085,"Skomagergade 19, 4000 Denmark",55.640778,12.077801,1898-01-01,,1898,2025,2008,POINT (12.077801 55.640778),2020
671,170-2,Trekroner Løve Apote,7,Trekroner Centervej 59-61,4000,"01Jul2015 0:00:00,000",,1085,265,1085,"Trekroner Centervej 59-61, 4000 Denmark",55.6482056,12.1261215,2015-07-01,,2015,2025,2015,POINT (12.1261215 55.6482056),2020
213,370-1,Havdrup Apotek,7,Møllemarken 8,4622,"27Jun2005 0:00:00,000",,1085,269,1085,"Møllemarken 8, 4622 Denmark",55.543764,12.115263,2005-06-27,,2005,2025,2008,POINT (12.115263 55.543764),2020
612,014-1,Solrød Apotek,7,Solrød Center 78,2680,01.01.1992,,1085,269,1085,"Solrød Center 78, 2680 Denmark",55.533005,12.21967,1992-01-01,,1992,2025,2008,POINT (12.21967 55.533005),2020
167,113,Gilleleje Apotek,6,Vesterbrogade 6 B,3250,01-01-1869 00:00,,1084,270,1084,"Vesterbrogade 6 B, 3250 Denmark",56.1256179,12.3056349,1869-01-01,,1869,2025,2008,POINT (12.3056349 56.1256179),2020
223,191,Helsinge Apotek,6,Østergade 35,3200,"01Jan1901 0:00:00,000",,1084,270,1084,"Østergade 35, 3200 Denmark",56.0261355,12.2163846,1901-01-01,,1901,2025,2008,POINT (12.2163846 56.0261355),2020
569,191-1,Rådhusapoteket Helsi,7,Frederiksborgvej 20,3200,"26Oct2015 0:00:00,000",,1084,270,1084,"Frederiksborgvej 20, 3200 Denmark",56.019687,12.200267,2015-10-26,,2015,2025,2015,POINT (12.200267 56.019687),2020
47,216,Asnæs Apotek,6,Asnæs Centret 7,4550,"01Jan1905 0:00:00,000",,1085,306,1085,"Asnæs Centret 7, 4550 Denmark",55.811989,11.500561,1905-01-01,,1905,2025,2008,POINT (11.500561 55.811989),2020
488,062,Nykøbing Apotek,6,Algade 20,4500,01-01-1809 00:00,,1085,306,1085,"Algade 20, 4500 Denmark",55.922181,11.668122,1809-01-01,,1809,2025,2008,POINT (11.668122 55.922181),2020
248,026,Holbæk Elefant Apote,13,Ahlgade 32,4300,01-01-1753 00:00,,1085,316,1085,"Ahlgade 32, 4300 Denmark",55.71768,11.711049,1753-01-01,,1753,2025,2008,POINT (11.711049 55.71768),2020
249,239,Holbæk Løve Apotek,6,Labæk 4-6,4300,"01Jan1913 0:00:00,000",,1085,316,1085,"Labæk 4-6, 4300 Denmark",55.716936,11.7184847,1913-01-01,,1913,2025,2008,POINT (11.7184847 55.716936),2020
313,116,Jyderup Apotek,6,Sølystvej 1,4450,01-01-1870 00:00,,1085,316,1085,"Sølystvej 1, 4450 Denmark",55.660084,11.395909,1870-01-01,,1870,2025,2008,POINT (11.395909 55.660084),2020
605,239-1,Slotscentret Apotek,7,"Slotsvolden 7, st. 1",4300,"12Jun2019 0:00:00,000",,1085,316,1085,"Slotsvolden 7, st. 1, 4300 Denmark",55.7167,11.7167,2019-06-12,,2019,2025,2019,POINT (11.7167 55.7167),2020
674,119-1,Tølløse Apotek,7,Vestergade 70,4340,"27Mar2017 0:00:00,000",,1085,316,1085,"Vestergade 70, 4340 Denmark",55.6122248,11.7636274,2017-03-27,,2017,2025,2017,POINT (11.7636274 55.6122248),2020
129,206,Fakse Apotek,6,Rønnedevej 15,4640,01-01-1892 00:00,,1085,320,1085,"Rønnedevej 15, 4640 Denmark",55.255616,12.116181,1892-01-01,,1892,2025,2008,POINT (12.116181 55.255616),2020
209,100,Haslev Apotek,6,Jernbanegade 11,4690,01-01-1856 00:00,,1085,320,1085,"Jernbanegade 11, 4690 Denmark",55.328899,11.963527,1856-01-01,,1856,2025,2008,POINT (11.963527 55.328899),2020
318,067-1,Karise Apotek,7,Syrenvænget 20,4653,"01Jul2010 0:00:00,000",,1085,320,1085,"Syrenvænget 20, 4653 Denmark",55.303771,12.199332,2010-07-01,,2010,2025,2010,POINT (12.199332 55.303771),2020
191,254-1,Gørlev Apotek,7,Algade 29,4281,01.01.1991,,1085,326,1085,"Algade 29, 4281 Denmark",55.539444,11.226409,1991-01-01,,1991,2025,2008,POINT (11.226409 55.539444),2020
291,254,Høng Apotek,6,Centervej 35,4270,"01Jan1907 0:00:00,000",,1085,326,1085,"Centervej 35, 4270 Denmark",55.504303,11.288948,1907-01-01,,1907,2025,2008,POINT (11.288948 55.504303),2020
317,023,Kalundborg Svane Apot,6,Elmegade 15,4400,01-01-1753 00:00,,1085,326,1085,"Elmegade 15, 4400 Denmark",55.678817,11.097264,1753-01-01,,1753,2025,2008,POINT (11.097264 55.678817),2020
329,077-1,Klosterparkens Apotek,7,Klosterparks Allé 10,4100,"01Sep2015 0:00:00,000",,1085,329,1085,"Klosterparks Allé 10, 4100 Denmark",55.453512,11.788069,2015-09-01,,2015,2025,2015,POINT (11.788069 55.453512),2020
543,077,Ringsted Apotek,6,Sct. Hansgade 23,4100,01-01-1808 00:00,,1085,329,1085,"Sct. Hansgade 23, 4100 Denmark",55.4426,11.7901,1808-01-01,,1808,2025,2008,POINT (11.7901 55.4426),2020
544,022-2,Ringsted Svane Apotek,7,Nørregade 13,4100,"01Dec2019 0:00:00,000",,1085,329,1085,"Nørregade 13, 4100 Denmark",55.446888,11.788826,2019-12-01,,2019,2025,2019,POINT (11.788826 55.446888),2020
6,022-1,Antvorskov Apotek,7,Idagårdsvej 1,4200,"01Jun2018 0:00:00,000",,1085,330,1085,"Idagårdsvej 1, 4200 Denmark",55.390492,11.355228,2018-06-01,,2018,2025,2018,POINT (11.355228 55.390492),2020
310,169-1,Jernbaneapoteket,7,Sdr. stationsvej 28 K,4200,"01Mar2018 0:00:00,000",,1085,330,1085,"Sdr. stationsvej 28 K, 4200 Denmark",55.9066469,9.2568026,2018-03-01,,2018,2025,2018,POINT (9.2568026 55.9066469),2020
341,043,Korsør Apotek,6,Algade 49,4220,01-01-1761 00:00,,1085,330,1085,"Algade 49, 4220 Denmark",55.3278702,11.1399915,1761-01-01,,1761,2025,2008,POINT (11.1399915 55.3278702),2020
596,058,Skælskør Apotek,6,Algade 21,4230,01-01-1805 00:00,,1085,330,1085,"Algade 21, 4230 Denmark",55.253746,11.294236,1805-01-01,,1805,2025,2008,POINT (11.294236 55.253746),2020
600,012-2,Slagelse Løve Apotek,7,"Vestsjællandscenteret 10A, Butik",4200,"14Oct2016 0:00:00,000",,1085,330,1085,"Vestsjællandscenteret 10A, Butik 26, 4200 Denm",55.4028,11.3546,2016-10-14,,2016,2025,2016,POINT (11.3546 55.4028),2020
601,169,Slagelse Rådhusapote,6,Smedegade 8,4200,01-01-1897 00:00,,1085,330,1085,"Smedegade 8, 4200 Denmark",55.4070549,11.3657424,1897-01-01,,1897,2025,2008,POINT (11.3657424 55.4070549),2020
602,022,Slagelse Svane Apotek,6,"Jernbanegade 7, st. 4",4200,01-01-1753 00:00,,1085,330,1085,"Jernbanegade 7, st. 4, 4200 Denmark",55.4028,11.3546,1753-01-01,,1753,2025,2008,POINT (11.3546 55.4028),2020
622,067,Stevns Apotek,6,Nytorv 5,4660,01-01-1815 00:00,,1085,336,1085,"Nytorv 5, 4660 Denmark",55.309773,12.387836,1815-01-01,,1815,2025,2008,POINT (12.387836 55.309773),2020
634,180-2,Strøby Egede Apotek,7,Kystvejen 3B,4600,"23Oct2019 0:00:00,000",,1085,336,1085,"Kystvejen 3B, 4600 Denmark",55.416622,12.243561,2019-10-23,,2019,2025,2019,POINT (12.243561 55.416622),2020
108,207-1,Dianalund Apotek,7,Torvet 5,4293,01.11.2008,,1085,340,1085,"Torvet 5, 4293 Denmark",55.526943,11.49729,2008-01-11,,2008,2025,2008,POINT (11.49729 55.526943),2020
617,007,Sorø Apotek,6,Storgade 19 A,4180,01-01-1753 00:00,,1085,340,1085,"Storgade 19 A, 4180 Denmark",55.4312798,11.5558778,1753-01-01,,1753,2025,2008,POINT (11.5558778 55.4312798),2020
619,207,Stenlille Apotek,6,Hovedgaden 48,4295,"01Jan1903 0:00:00,000",,1085,340,1085,"Hovedgaden 48, 4295 Denmark",55.540055,11.590952,1903-01-01,,1903,2025,2008,POINT (11.590952 55.540055),2020
277,119,Hvalsø Apotek,6,Roskildevej 4,4330,01-01-1871 00:00,,1085,350,1085,"Roskildevej 4, 4330 Denmark",55.589584,11.863888,1871-01-01,,1871,2025,2008,POINT (11.863888 55.589584),2020
24,013-1,Apoteket Havnegade,7,Havnegade 69,4900,"01Dec2015 0:00:00,000",,1085,360,1085,"Havnegade 69, 4900 Denmark",54.828859,11.137333,2015-12-01,,2015,2025,2015,POINT (11.137333 54.828859),2020
445,018-3,Løve Apotek Maribo,7,Lollands Centret 36,4930,"04Aug2017 0:00:00,000",,1085,360,1085,"Lollands Centret 36, 4930 Denmark",54.773977,11.50583,2017-08-04,,2017,2025,2017,POINT (11.50583 54.773977),2020
457,025,Maribo Apotek,6,Vestergade 1,4930,01-01-1753 00:00,,1085,360,1085,"Vestergade 1, 4930 Denmark",54.774378,11.500548,1753-01-01,,1753,2025,2008,POINT (11.500548 54.774378),2020
458,025-1,Maribo Torvegades Apo,7,Torvegade 9,4930,"01Mar2018 0:00:00,000",,1085,360,1085,"Torvegade 9, 4930 Denmark",54.7736,11.505733,2018-03-01,,2018,2025,2018,POINT (11.505733 54.7736),2020
470,013,Nakskov Løve Apotek,6,Nygade 17-19,4900,01-01-1753 00:00,,1085,360,1085,"Nygade 17-19, 4900 Denmark",54.8296618,11.1403936,1753-01-01,,1753,2025,2008,POINT (11.1403936 54.8296618),2020
558,081,Rødby Løve Apotek,13,Østergade 51,4970,01-01-1819 00:00,,1085,360,1085,"Østergade 51, 4970 Denmark",54.695624,11.393973,1819-01-01,,1819,2025,2008,POINT (11.393973 54.695624),2020
162,137-1,Fuglebjerg Apotek,7,Byagervej 6 A,4250,"01Aug2007 0:00:00,000",,1085,370,1085,"Byagervej 6 A, 4250 Denmark",55.3016809,11.5476596,2007-08-01,,2007,2025,2008,POINT (11.5476596 55.3016809),2020
175,137,Glumsø Apotek,13,Østergade 8,4171,01-01-1883 00:00,,1085,370,1085,"Østergade 8, 4171 Denmark",55.352931,11.692252,1883-01-01,,1883,2025,2008,POINT (11.692252 55.352931),2020
347,188-2,Kvægtorvets Apotek,7,Kvægtorvet 8,4700,"09Mar2020 0:00:00,000",,1085,370,,"Kvægtorvet 8, 4700 Denmark",55.23293,11.761212,2020-03-09,,2020,2025,2020,POINT (11.761212 55.23293),2020
498,012,Næstved Løve Apotek,6,"Apotekergaarden, Axeltorv 12",4700,01-01-1753 00:00,,1085,370,1085,"Apotekergaarden, Axeltorv 12, 4700 Denmark",55.2299,11.7609,1753-01-01,,1753,2025,2008,POINT (11.7609 55.2299),2020
499,188-1,Næstved Sct. Jørgen,7,Sct. Jørgens Park 34,4700,01.01.1991,,1085,370,1085,"Sct. Jørgens Park 34, 4700 Denmark",55.2158,11.757241,1991-01-01,,1991,2025,2008,POINT (11.757241 55.2158),2020
500,012-1,Næstved Storcenter A,7,Næstved Storcenter nr. 3 butik 4,4700,"01Nov2015 0:00:00,000",,1085,370,1085,"Næstved Storcenter nr. 3 butik 45, 4700 Denmar",55.2299,11.7609,2015-11-01,,2015,2025,2015,POINT (11.7609 55.2299),2020
502,188,Næstved Svane Apotek,6,Torvestræde 8,4700,"01Jan1900 0:00:00,000",,1085,370,1085,"Torvestræde 8, 4700 Denmark",55.230064,11.760045,1900-01-01,,1900,2025,2008,POINT (11.760045 55.230064),2020
187,136-1,Guldborgsund Svane Ap,7,"Guldborgsundcentret 23, Sundby",4800,"01Jun2020 0:00:00,000",,1085,376,1085,"Guldborgsundcentret 23, Sundby, 4800 Denmark",54.7659023,11.8469168,2020-06-01,,2020,2025,2020,POINT (11.8469168 54.7659023),2020
446,018,Løve Apotek Nykøbin,6,Langgade 5,4800,01-01-1753 00:00,,1085,376,1085,"Langgade 5, 4800 Denmark",54.76734,11.867126,1753-01-01,,1753,2025,2008,POINT (11.867126 54.76734),2020
447,018-1,Løve Apotek Nysted,7,Adelgade 13,4880,"01Jul2013 0:00:00,000",,1085,376,1085,"Adelgade 13, 4880 Denmark",54.668997,11.728762,2013-07-01,,2013,2025,2013,POINT (11.728762 54.668997),2020
448,018-2,Løve Apotek Østerbr,7,Vendsysselvej 5 B,4800,"16Nov2015 0:00:00,000",,1085,376,1085,"Vendsysselvej 5 B, 4800 Denmark",54.7544899,11.8895495,2015-11-16,,2015,2025,2015,POINT (11.8895495 54.7544899),2020
489,136,Nykøbing F. Svane Ap,6,Slotsbryggen 1-3,4800,01-01-1882 00:00,,1085,376,1085,"Slotsbryggen 1-3, 4800 Denmark",54.771697,11.8642607,1882-01-01,,1882,2025,2008,POINT (11.8642607 54.771697),2020
503,195,Nørre Alslev Apotek,6,Apotekergade 1,4840,"01Jan1902 0:00:00,000",,1085,376,1085,"Apotekergade 1, 4840 Denmark",54.898671,11.879174,1902-01-01,,1902,2025,2008,POINT (11.879174 54.898671),2020
571,013-2,Sakskøbing Løve Apo,7,Søndergade 11,4990,"15Sep2017 0:00:00,000",,1085,376,1085,"Søndergade 11, 4990 Denmark",54.798709,11.6368,2017-09-15,,2017,2025,2017,POINT (11.6368 54.798709),2020
637,195-1,Stubbekøbing Apotek,7,Torvet 2,4850,"01Jan2006 0:00:00,000",,1085,376,1085,"Torvet 2, 4850 Denmark",54.890308,12.043139,2006-01-01,,2006,2025,2008,POINT (12.043139 54.890308),2020
426,032-1,Lundby Apotek,7,Lundby Hovedgade 90,4750,01.10.1991,,1085,390,1085,"Lundby Hovedgade 90, 4750 Denmark",55.109002,11.876402,1991-01-10,,1991,2025,2008,POINT (11.876402 55.109002),2020
531,086,Præstø Apotek,6,Svend Gønges Torv 12,4720,01-01-1816 00:00,,1085,390,1085,"Svend Gønges Torv 12, 4720 Denmark",55.121942,12.040149,1816-01-01,,1816,2025,2008,POINT (12.040149 55.121942),2020
618,028,Stege Apotek,6,Storegade 6,4780,01-01-1753 00:00,,1085,390,1085,"Storegade 6, 4780 Denmark",54.983005,12.283544,1753-01-01,,1753,2025,2008,POINT (12.283544 54.983005),2020
694,195-2,Valdemarsgade Apotek,7,Valdemarsgade 69,4760,"15Feb2016 0:00:00,000",,1085,390,1085,"Valdemarsgade 69, 4760 Denmark",55.010835,11.912671,2016-02-15,,2016,2025,2016,POINT (11.912671 55.010835),2020
741,032,Vordingborg Apotek,13,Voldgade 20,4760,01-01-1753 00:00,,1085,390,1085,"Voldgade 20, 4760 Denmark",55.00956,11.909083,1753-01-01,,1753,2025,2008,POINT (11.909083 55.00956),2020
3,082-1,Allinge Apotek,7,Kirkegade 13,3770,"01May2016 0:00:00,000",,1084,400,1084,"Kirkegade 13, 3770 Denmark",55.277123,14.802304,2016-05-01,,2016,2025,2016,POINT (14.802304 55.277123),2020
474,082,Nexø Apotek,6,Strandgade 7,3730,01-01-1830 00:00,,1084,400,1084,"Strandgade 7, 3730 Denmark",55.063241,15.133632,1830-01-01,,1830,2025,2008,POINT (15.133632 55.063241),2020
568,042,Rønne Apotek,6,Store Torvegade 12,3700,01-01-1760 00:00,,1084,400,1084,"Store Torvegade 12, 3700 Denmark",55.103619,14.6995,1760-01-01,,1760,2025,2008,POINT (14.6995 55.103619),2020
119,189,Ejby Apotek,6,Algade 4,5592,"01Jan1901 0:00:00,000",,1083,410,1083,"Algade 4, 5592 Denmark",55.429067,9.928937,1901-01-01,,1901,2025,2008,POINT (9.928936999999999 55.42906,2020
462,047,Middelfart Apotek,6,Jernbanegade 2C,5500,01-01-1799 00:00,,1083,410,1083,"Jernbanegade 2C, 5500 Denmark",55.50412,9.734367,1799-01-01,,1799,2025,2008,POINT (9.734367000000001 55.50412,2020
463,015-3,Middelfart Løve Apot,7,Kløvervej 10-14,5500,"31Aug2018 0:00:00,000",,1083,410,1083,"Kløvervej 10-14, 5500 Denmark",55.4961824,9.7569479,2018-08-31,,2018,2025,2018,POINT (9.7569479 55.4961824),2020
483,189-3,Nr. Aaby Apotek,7,Grønnegade 12,5580,"23Oct2017 0:00:00,000",,1083,410,1083,"Grønnegade 12, 5580 Denmark",55.461115,9.877491,2017-10-23,,2017,2025,2017,POINT (9.877490999999999 55.46111,2020
629,047-1,Strib Apotek,7,Sofiendalvej 10,5500,"04Jan2016 0:00:00,000",,1083,410,1083,"Sofiendalvej 10, 5500 Denmark",55.532393,9.776315,2016-01-04,,2016,2025,2016,POINT (9.776315 55.532393),2020
48,024,Assens Apotek,6,Østergade 35,5610,01-01-1753 00:00,,1083,420,1083,"Østergade 35, 5610 Denmark",55.270081,9.897483,1753-01-01,,1753,2025,2008,POINT (9.897482999999999 55.27008,2020
170,024-2,Glamsbjerg Apotek,7,Søndergade 70,5620,"01May2017 0:00:00,000",,1083,420,1083,"Søndergade 70, 5620 Denmark",55.273574,10.107259,2017-05-01,,2017,2025,2017,POINT (10.107259 55.273574),2020
297,024-1,Haarby Apotek,7,Algade 33,5683,01.05.1994,,1083,420,1083,"Algade 33, 5683 Denmark",55.22332,10.124086,1994-01-05,,1994,2025,2008,POINT (10.124086 55.22332),2020
667,123-1,Tommerup Apotek filia,7,Tallerupvej 15,5690,"01Jul2015 0:00:00,000",,1083,420,1083,"Tallerupvej 15, 5690 Denmark",55.348254,10.180457,2015-07-01,,2015,2025,2015,POINT (10.180457 55.348254),2020
735,189-2,Vissenbjerg Apotek,7,Østergade 11,5492,"18Sep2017 0:00:00,000",,1083,420,1083,"Østergade 11, 5492 Denmark",55.385161,10.13666,2017-09-18,,2017,2025,2017,POINT (10.13666 55.385161),2020
802,189-1,Aarup Apotek,7,Bredgade 60,5560,"01Jan2009 0:00:00,000",,1083,420,1083,"Bredgade 60, 5560 Denmark",55.37892,10.0475,2009-01-01,,2009,2025,2009,POINT (10.0475 55.37892),2020
163,034,Faaborg Løve Apotek,6,Herregårdscentret 6,5600,01-01-1753 00:00,,1083,430,1083,"Herregårdscentret 6, 5600 Denmark",55.100625,10.240043,1753-01-01,,1753,2025,2008,POINT (10.240043 55.100625),2020
